review_id,review_text,product_name,product_brand,PIGMENTATION,LONGEVITY,TEXTURE,HYDRATION,PRICE,is_synthetic,source_fase,method,split
315,"sudah enggak tau berapa kali repurchase product ini, terhitung dari 2017an. Super nyamaan dipakai buat dialy, pagi-siang-malem pakai terus sangking sukanya, ngelembabin bibir banget, ada fragrancenya tapi enggak ganggu sama sekali, pokoknya kalo malas pakai lipcream ya sih nivea ini jalan pintasnya. LAAVV sok MUCC",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,positive,positive,no_aspect,False,,,train
3001,"My favorit lipbalm yeey! Xoxo. karena prtma kalinya coba lipbalm dan over all aku suka, prtma dari wrna nya yang pas walaupun enggak pigmen seperti lipstick tapi bikin bibir aku jadi enggak pucat dan glossy begitu jadi bikin muka kelihatan lebih suegerr. Dia juga mngndung spf, jadi mncegah bbir rusak karena sinar uv, dan menutrisi dengan kndungan2 yang brmnfaat buat bbir kita. Pas banget buat dpkai sehari2;)",Baby Lips Love Color,Maybelline,positive,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
100,"Lipbalm ini wanginya enak banget aroma strawberry, bikin bibirku lembab seharian karena mengandung minyak almond & jojoba, ada SPF 10 juga yang pastinya melindungi bibir dari sinar UVA/UVB, lipbalm ini berwarna sheer pink dan glossy di bibir",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,positive,no_aspect,False,,,train
382,"Di aku jadinya kering banget, padahal warnanya cantik sheer merah begitu jadi bikin bibi kelihatan sehat, tapi baru 1 jam malah tambah kering, di re apply juga masih sama kering, jadi aku suka warnanya aja, baunya juga menurut aku agak aneh jadi kurang suka",24H Melt-In Moisture,Nivea,positive,negative,no_aspect,negative,no_aspect,False,,,train
2981,"Karena penasaran, akhirnya ikutan beli. Tapi memang pada dasarnya jarang pakai lipbalm, alhasil masih utuh sampai sekarang. Sama seperti lipbalm yang lain, baby lips maybelline ini sangat melembabkan. Kesan pertama saat diaplikasikan, terlalu berminyak dan warnanya juga enggak terlalu kelihatan. Mungkin bisa dibalance sama lipstik matte biar enggak terlalu kering di bibir.",Baby Lips Love Color,Maybelline,negative,no_aspect,negative,positive,no_aspect,False,,,train
211,"Dibibir mnrt ku enggak begitu berat sih, biasa aja, cuman glossy nya itu, kan ada ya orang yang suka glossy sama yang engga, aku sendiri cukup fine, as long as bisa melembabkan bibir ku. tapi apa ya, produknya itu kayak ke oles sesuatu dikit aja, kayak langsung hilang begitu :'D jadi harus berkali2 reapply ig, untuk harga nya kayaknya enggak mahal2 amat deh 25-35k gtu, aku lupa",24H Melt-In Moisture,Nivea,no_aspect,negative,positive,positive,positive,False,,,train
376,"aku baru pertama kali pakai lip balm berwarna kayak gini. wanginya kayak permen, sweet bangett. terus teksturnya tuh bikin bibir glossy dan bikin bibir aku berwarna sheer pink. cukup melembabkan dan bikin bibir aku enggak pucet. love this. dann yang pasti harganya affordable dong buat yang masih sekolah kayak aku",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,positive,False,,,train
84,"ini lipbalm enak, wangi strawberry dan ada efek color changing nya, lembab nya awet, harus tetap reapply tapi itu sangat wajar, bikin bibir naik tone pelan-pelan, bikin bibir lembab dan enggak kering kerontang sampai ngelupas, bibir lembab seharian",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,positive,no_aspect,False,,,train
257,pelembab bibir yang mengasih efek shiny dibibir dan sedikit warna merah tapi enggak norak dan tetap terlihat natural warnanya. ini membantu banget sih buat ngelembabin bibir yang kering apalagi kalo kerja diruangan berAC.,24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,no_aspect,False,,,train
357,"use this lip balm at first buy really good every night I use, nice and really red lips, uh, it's been around 3-4 months instead of lips turning black, after I saw itu turns out that there is an ingredient glycerin, which means itu can remove moisture from the lips if not balanced with occlusive substances but memakai sure itu also contains occlusive substances such as beeswax, shea butter, coconut oil, petrolatum, orang squalene guaranteed tapi be safe hehe, but this doesn't memakai itu really dry and moist, I suggest using itu when I go, don't use itu at night, this is a good product please try it! mau be useful!",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,neutral,no_aspect,False,,,train
413,"Recommended banget buat anak sekolahan, lipbalm ini melembabkan parah terus mengasih effect warna merah tapi enggak lebay, bau nya juga enak banget kayak strawberry yang segar gitu. Harganya juga affordable dan gampang banget dicari di drugstores. Fyi aku pakai lipbalm ini sudah dari smp, dan enggak pernah ganti karena memang bagus.",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,positive,False,,,train
330,Lipbalm yang selalu ada dibawa kemana2. Suka karena ringan dan tintnya cantik banget enggak lebay gitu. Daya tahannya sih biasa saja tapi karena stick begini masih bisa di reapply lagi kalo butuh. Wanginya juga manis dan enak bangett. Recommended lah,24H Melt-In Moisture,Nivea,positive,neutral,positive,no_aspect,no_aspect,False,,,train
230,"Lipbalm ini benar-benar sesuai klaimnya. Di aku benar benar melembabkan dari berangkat kerja (07.00) sampai aku pulang kerja (16.00) no touch up. Aku biasanya pakai ini dulu terus ditimpa pakai liptint , jadi hasilnya enggak ngecrack dan tahan lama (stain). Oh ya produk ini ada tint nya sedikit tapi enggak ganggu, rasanya juga enak manis2 strawberry gitu. repurchase? yess",24H Melt-In Moisture,Nivea,positive,positive,no_aspect,positive,no_aspect,False,,,train
295,"suka banget karena harganya affordable begitu terus dia ada warnanya dikiit banget tapi tetap bikin muka jadi fresh, bisa banget buat dipakai ke sekolah, sok far ini lipbalm terlembap dari sekian lipbalm yang pernah aku mencoba padahal bibirku tipe yang kering kerontang, padahal enggak expect apa-apa karena kupikir ya sama saja kayak lipbalm lainnya",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,positive,False,,,train
194,"Lip balm favorit aku dia ada sedikit warnanyaa,wangi strawberry juga enak banget terus ada glitternyaa tapi enggak begitu kelihatan melembabkan nya dapat bangett,bibir jadi lembab seharian tapi tetap harus di reapply pakai lip balmnyaa",24H Melt-In Moisture,Nivea,negative,negative,no_aspect,positive,no_aspect,False,,,train
245,"Demi apa ini bagus banget, dulu yang memang benar-benar mager buat pakai lipstik , pakai nya lipbalm ini doang. danbener2 ngebantu. apalagi bisa bikin lembab bibir juga pink natural. harga nya affordable bisa di mendapatkan di alfamart atau indomaret terdekat.",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,positive,positive,False,,,train
171,"Sejauh ini, nivea strawberry shine lip balm jadi salah satu favoritku. Wangi strawberry nya segar dan melembabkan bibirnya tahan lama. mengasih sedikit efek warna di bibirku walau enggak terlalu jelas. sempat agak susah dicari produknya, untung sekarang sudah bertebaran lagi di e-commerce.",24H Melt-In Moisture,Nivea,negative,positive,no_aspect,positive,no_aspect,False,,,train
408,"yashh aku pakai lipbalm ini sudah tau bakal habis nya lama, di aku enggak ada efek buruk, ngelembapin nya biasa aja, warnanya lumayan bagus, aku pakai ini sudah hampir setahun juga, harganya juga murah buat yang mau bisa banget pakai ini, affordable!",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,neutral,positive,False,,,train
217,suka banget sama produk ini soalnya betul betul melembabkan bibir juga ada warna nya cocok buat orang yang bibirnya gelap aromanya wangi juga ada sedikit gliternya. lumayan tahan lama. aku juga pakai lip balm ini kalau mau tidur dan paginya bibir jadi lembut gitu. kebetupan juga lagi mencari lip balm yang ounya warna begitu biar enggak repot pakai lip ink lagi soalnya aku tipe orang yang enggak bisa banget kalau bibir nya polosan begitu,24H Melt-In Moisture,Nivea,positive,positive,no_aspect,positive,no_aspect,False,,,train
2939,"aku memakai ini jaman kapan yaa, kayanya sudah lama deh..kurang suka sih pakai ini kayak enggak mengasih efek yang beda begitu di bibir.. hmm lebih lembab sih tapi aku ngerasanya kayak berat begitu loh jadi ganyaman dipakenyaa..tapi untuk harga yang segitu sih okay laah",Baby Lips Love Color,Maybelline,no_aspect,no_aspect,negative,positive,positive,False,,,train
220,"The OG atau original brand pertama yang aku pakai lipbalm nya sampai sekarang sudah gonta ganti packaging tetap enak dipakainya, cukup melembabkan wanginya juga enak dan enggak langsung hilang begitu lip balmnya habis minum. Ini aku saja atau bagaimana tapi aku cukup lama pakai lipbalm ini padahal aku pakai kayak tiap hari pas sekolah dulu",24H Melt-In Moisture,Nivea,no_aspect,positive,no_aspect,positive,no_aspect,False,,,train
400,"nilai 4,5. bagus buat bibir lembab. tekstur lipbalmnya suka banget soalnya waktu awal diaplikasiin ke bibir sudah kerasa lembabnya and ternyata ada warnanya dikit natural. lipbalm ini juga suka dipakai sebelum tidur dan hasilnya bagus , waktu bangun bibir lembab dan merah begitu",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
224,"bagus buat kulit bibir yang tingkat keringnya medium, tapi kurang untuk kulit bibir yang keringnya dahsyat banget karena enggak mengasih kelembaban yang kuat dan kurang lama dalam melembabkan, cuma ini cocok banget dipakai buat sehari2 karena praktis dibawa kemana2",24H Melt-In Moisture,Nivea,no_aspect,negative,no_aspect,negative,no_aspect,False,,,train
308,bibir aku rewel banget dan ini termasuk yang enggak cocok padahal pertama kali coba enak saja setelah 2 hari baru deh timbul perasaan enggak nyaman dan kerasa berat di bibir tapi maksa mencoba terus sampai smingguan dan akhirnya nyerah,24H Melt-In Moisture,Nivea,no_aspect,no_aspect,negative,no_aspect,no_aspect,False,,,train
322,"Lip balm nivea ini lumayan ngelembapin. Wanginya enak rasa strawberry. Dia memberikan sedikit warna merah di bibir, tapi sayangnya enggak tranferproof. Jadi harus sering reaply lagi. Harganya juga sesuai dengan kantong pelajar. Dan gampang ditemuainnya",24H Melt-In Moisture,Nivea,positive,negative,no_aspect,positive,positive,False,,,train
386,"Awal awal pakai dia rada bikin kering begitu (perasaan aku saja kali ya) wkekkwwkk, tapi makin sering dipakai dia jadi makin nglembabin, teksturnya juga nyaman banget, enggak lengket dan enggak berat. Cocoklah ini, bisa diapply kapan pun dimanapun.",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,positive,negative,no_aspect,False,,,train
316,kakak aku pernah beli ini jadi aku coba ini warnanya sih pas buka kalau enggak slaah rada orange begitu terus glossy banget tapi kakak aku suka banget sama nih lip balm warnanya cantik menurut aku sih natural juga kalau kalian enggak suka glossy banget bisa tap tap pakai tisu ? jadi cukup rekomen harganya juga cukup murah karena produk lip balm ratarata harga nya segitu sih,24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,no_aspect,positive,False,,,train
3002,awalnya pilih ini karena lebih suka lip balm yang ada warnanya.. eh ternyata efek lembabnya lebih long lasting yang baby lips biasa hiks.. padahal yang ini warnanya natural banget di bibir..,Baby Lips Love Color,Maybelline,positive,positive,no_aspect,positive,no_aspect,False,,,train
28,"Yang belum pernah coba lips pink boleh nih coba shade berrynya omg yang OMG warnanya cantik, soft, gampang di blend, sekali swatch warnanya merata, ada efek lembabnya di bibir. Sebelumnya aku pakai lips sejenis dari brand lain ternyata masih worth itu pakai mattelips nya omg apalagi harganya masih sangat sangat terjangkau. Sekarang lips under price 50k pun formulanya sudah pada bagus-bagus semua local brand pula :))",Oh My Glam Mattelast Lip Cream,Omg,positive,no_aspect,positive,positive,positive,False,,,train
54,"Menurut aku pemakaian lip mate shaed 13 dari Brand OMG itu bagus cocok buat base ombre, plus combo sama shaed scarlet no 12 bagus banget cocok buat kulit sawo matang dan harga nya under 20k an dan ber pakejing kayak kaca begitu bagus kok, lip nya terlihat mahal",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,no_aspect,no_aspect,neutral,False,,,train
40,Lip matte OMG yang harganya murah tapi kualitas tidak murahan. Nyaman banget di pakai. enggak bikin bibir kering dan yang pasti harganya yang aman banget di kantor. enggak bikin boncos. pokoknya wajib banget ada di deretan skincare dan memakai up di rumah,Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,positive,positive,positive,False,,,train
267,"Awal pakai pelembab nivea ini bikin bibir aku kayak tebal banget. Aku kira aku enggak cocok, eh ternya dia ngangkat sel mati yang ada bibir aku. Lama kelamaan dia jadi ngubah wana bibir aku jadi lebih cerah dari sebelumnya, bikin lembab juga dan glossy. karena dia bentuknya stik jadi mudah banget diaplikasiin ke bibir, tanpa perlu repot pakai tools lainnya. Saran dari aku pakai pelembab bibir ini pada saat mau tidur malam + pas memulai makeup atau setelah skincare an, karena dia membantu banget ngelembabin bibir meskipun ditimpa lagi pakai lisptik yang creamy. Pelembab bibir kecintaan pokoknya.",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,no_aspect,False,,,train
223,"sudah cocok banget pokoknya sama lipbalm nivea yang ini, harganya sangat affordable dan bisa dibeli di toko terdekat juga, selama aku pakai terbukti sih bibir aku enggak pernah kering dan pecah pecah always lembab jadi kalo pakai lipstick/lipcream hasilnya bagus, pastinya buat bibir juga lebih sehat dan warnanya lebih cerah. sudah enggak mau ganti produk lain pokoknya",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,positive,False,,,train
2985,"Di aku warnanya merah cherry, just like the adds, tapi warnanya keluar beberapa saat setelah pemakaian. Cukup tahan lama dibanding lipbalm competitor (range harga sama). Moist my lips, bahkan berasa too much di awal pemakaiannya. Wanginya smooth, not bad..Pros : kemasannya reliable (tutup enggak gampang copot), can buy itu almost anywhere, warna cukup tahan lama (for lipbalm)Cons: berasa oily di awal pemakaianOverall: friendly use for newbie!! Repurchase!",Baby Lips Love Color,Maybelline,positive,positive,negative,positive,no_aspect,False,,,train
56,"kalo kepepet habis dan enggak sempat beli online pasti mencari ini di minimarket terdekat dan pasti ada, aku suka varian yang ini karena wangi strawberry! walaupun softt banget dan aku merasa produk ini ada sedikit glitter glitternya kelihatan cantik, di bibirku ini lembab tapi enggak yang over gitu, cuma aku enggak merasa bibirku jadi cerahan setelah pakai ini. tapi overall sesuai dengan tujuan lipbalm",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,positive,positive,no_aspect,False,,,train
2931,Greasy. Tapi masih mendingan. Kerasa kurang pigmented. Warna wadahnya merah menyala tapi kalau sudah dipakai kayak enggak ada warna apa-apa (mungkin karena bibirku hitam juga). Moisturizing lumayan bagus. Kurang melembabkan kalau sering pakai lipstick matte. (Bibirku emamg super dry chapped and cracked),Baby Lips Love Color,Maybelline,negative,no_aspect,negative,negative,no_aspect,False,,,train
2934,"Warnanya bagus di bibir, tapi terlalu glossy menurut aku. jadi berasa bukan pakai lip balm, tapi berasa pakai lip gloss. Selain itu entah kenapa produk ini menonjolkan banget patch2 di bibir, padahal aku enggak pernah mengalami hal tersebut ketika pakai lip balmnya the bodyshop..",Baby Lips Love Color,Maybelline,positive,no_aspect,negative,no_aspect,no_aspect,False,,,train
98,"Aku suka banget sama produk nivea yang 1 ini. Dia tuh stick jadi enggak buat tangan kita kotor berminyak kalau mau pakai tinggal di puter saja bawahnya.. Ini juga sudah ada warnanya, bikin bibir jadi lembab dan glossy. Produknya juga enggak cepat abis, aku rekomen produk ini tapi buyy.",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,positive,no_aspect,False,,,train
13,"Mantep! Definisi lip matte murah meriah mantep. Ringan di bibir, enggak kerasa kering, enggak bikin kering, warnanya juga langsung cover bibir. benar benar top untuk harga enggak sampai 30 ribu. Berani adu banget sampai lip matte yang harganya di atas OMG.",Oh My Glam Mattelast Lip Cream,Omg,positive,no_aspect,positive,positive,positive,False,,,train
2965,"Coloured Lip Balm yang menurutku sesuai sama adik-adik SMP-SMA yang baru mulai berani coba-coba 'mewarnai' bibir mereka. Warnanya sangat natural, tapi jangan mengharap warna yang pigmented (jadi enggak recommended kalau mau menutupi warna bibir yang gelap). Cocok juga sebagai base sebelum pakai dead-matte lipstick.",Baby Lips Love Color,Maybelline,negative,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
296,"Sedikit kecewa pas habis mencoba dia, mana belinya banyak lagi wkwkwkwk ekspektasiku bakal bisa bikin bibir jadi berwarna meskipun dikiit ya gpp, tapi ternyata warna merahnya enggak menampak di aku. Yang menampak cuma efek glossy blink-blink dari glitter nya aja. Untuk kelembaban enggak usah diragukan lagi, yang penting rajin reapply aja.",24H Melt-In Moisture,Nivea,negative,negative,no_aspect,positive,no_aspect,False,,,train
47,"Well untuk yang kulitnya kuning langsat dengan Netral slightly cool undertone kayak saya bakal suka dengan shade berry ini. Cakep warnanya cool very deep dark berry. pigmented dan mudah di-built untuk menambah intensitas warna nya. Dia bisa dengan mudah dipulas diatas pulasan pertamanya setelah kering/set. Bibir saya super kering, jadi meskipun sudah pakai pelembab bibir rutin dan sebelum olesnya, sih OMG matte lip cream ini after hours of wear bakal accentuates garis2 bibir saya dan kadang ngelupas. Dia your tradisional matte lip cream yang masih bisa dipakai sama yang bibirnya super kering kayak saya kerika kondisi bibir lagi bagus dan dibarengin pakai pelembab. enggak berasa bikin makin drying setelah dia mengering tapi juga enggak membantu menambah kelembapan bibir being matte lip cream that itu is. Feels light di bibir. Untuk harga dan super banyak shades nya saya applaud ya sih Oh My Glam matte lip cream ini.",Oh My Glam Mattelast Lip Cream,Omg,positive,no_aspect,positive,negative,positive,False,,,train
201,"dikasih sama senior di kantor, awalnya aku kira ini lipbalm biasa saja yang enggak ada tint ternyata ada sedikit. aku suka banget pakai ini kalau di rumah aja, pasti re-apply beberapa kali. bibir ku jadi jarang kering sekarang. ini tuh melembabkan nya memang enggak awet sampai seharian begitu sih tapi cukup banget untuk bibir ku yang sebenarnya enggak kering2 banget. dan dia ini enggak gengges, enggak macam minyak menempel di bibir begitu bikin risih. aku pakai tiap hari jg, sebelum pakai lipstick atau liptint ke kantor.",24H Melt-In Moisture,Nivea,no_aspect,negative,positive,positive,no_aspect,False,,,train
266,"LUVV banget SAMA LIP BALM NIVEA YANG SATU INI !! Dia benar benar ngelembapin bibir dan ada efek shine nya setelah di pake,dia juga enggak bikin bibir yang lembab enggak nyaman,ini tuh nyaman banget suka juga sama wanginya strawberry seger,bikin bibir pink alami juga.Repurchase?Yes!!",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,positive,no_aspect,False,,,train
327,dulu ini jadi salah satu daily lipbalm kesukaan aku. bikin bibir lembab dan memberikan finish warna pink fresh di bibir ketika di pakai. aroma dan rasanya sweet. harganya terjangkau dan mudah di dapat. tapi sayangnya waktu di awal-awal aku hamil aku bener-bener kemusuhan sama lip balm ini. dia bikin bibir aku malah kering banget dan muncul noda hitam begitu di bibir akhirnya aku stop dan sampai sekarang belum berani coba lagi. mungkin waktu itu juga karena ada efek dari hormon hamil. but overall lipbalm ini bisa jadi salah satu pilihan yang oke untuk dipakai keseharian,24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,negative,positive,False,,,train
404,"awalnya enak karena bikin bibir warna pink natural.. tapi benar-benar enggak ada LEMBAB2NYA.. lembab bertahan gasampe 1jam!! aku beli karena kepo saja sih awalnya..tp menyesal banget beli, walau cuma 21k tapi tetap saja enggak bisa melembabkan .. bibirku super super kering kalo pakai ini gacocok sama sekalii.. malah makin kering",24H Melt-In Moisture,Nivea,positive,negative,no_aspect,negative,neutral,False,,,train
415,"Lip balm sejuta umat dari sama pakai ini walaupun sekarang sudah ganti, tapi lip balm ini memang cocok banget buat anak sama yang pengin bibirnya enggak pucet tapi enggak lebay, karena finishnya lip balm yang sheer dan ada sedikit hint merah yang soft, wanginya juga enak",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
2997,kurang begitu melembabkan bibirku yang kering. tapi warnanya jadi nilai plus sih. jadi bibir lembab dan berwarna dalam sekali oles. dan harus sering re apply supaya lembab terus ya. lengketnya di bibir enggak parah kok,Baby Lips Love Color,Maybelline,positive,negative,positive,negative,no_aspect,False,,,train
320,"ini itu benar-benar enggak efek banget di aku, pas pakai itu bibir lagi kering banget dan enggak benar-benar melembabkan malah bikin makin kering lagi sampai bibir itu ngelupas, tapi ini lumayan bagus untuk warnanya karena bikin bibir kita merah alami begitu ya walaupun bikin kering",24H Melt-In Moisture,Nivea,positive,no_aspect,no_aspect,negative,no_aspect,False,,,train
345,"bagus banget buat lembabin bibir yang kering, wanginya juga enak bau strawberry, warnanya merah tapi waktu di swatch di bibir ada tipis warna merah agak pink begitu tapi enggak kelihatan banget jadi masih aman kalau dipakai pas sekolah, dia ringan bgt, tetap ngelembabin walau sudah dipakai berjam-jam, enggak bikin bibir pecah"" kalau sudah dipakai lama, harganya cukup murah dan mudah dicari di supermarket dan drugstore, recommended buat kalian yang tertarik mau coba produk ini",24H Melt-In Moisture,Nivea,neutral,positive,positive,positive,positive,False,,,train
196,"enggak mengerti lagi , gue jatuh mulu ke iklan2 & claim2 produk Nivea yang kelihatannya ""SEBAGUS ITU"" sudah lebih dari satu tahun gonta2 ganti lip balm eh yang cocok punya nya pink flash murah lagi . sekarang gue enggak bisa lihat produk Nivea dengan ekspetasi tinggi lagi",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
158,"Nivea Lip Balm Strawberry Shine. Lip balm ini tipe yang lip balm yang gampang melt di bibir. Hasilnya di aku cukup melembapkan dan sesuai dengan klaimnya lip balm ini mengasih efek shine glosy tapi enggak lebay begitu dan ada warna merah-merah natural. Mungkin untuk yang enggak terlalu suka tipe lip balm yang minyakan di bibir enggak akan suka ini, tapi aku enggak masalah sih. Repurchase orang no? maybe no?? Ratingnya 8/10.",24H Melt-In Moisture,Nivea,neutral,no_aspect,positive,neutral,no_aspect,False,,,train
88,"lip balm kesayangan dari jaman dulu, cuma cocok pakai nivea atau vaseline karena benar benar lembap, kalo pakai merk lain enggak lembap karena bibirku tipe yang gampang banget kering dan kelupas🥲, selalu repeat order kesekian kali nya karena setiap mau kemana mana dan mau tidur selalu pakai",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,no_aspect,False,,,train
67,"Bibir aku gampang kering pas aku coba pakai ini ternyata ngelembabin bibir aku, teksturnya padat begitu kalo sudah mau habis suka aku korek sampai benar-benar habis haha, menurutku kemasannya juga oke dan mudah masuk tas. Aku biasa belinya pas tanggal kembar jadi worth tapi buy",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,neutral,positive,no_aspect,False,,,train
3006,"Beli ini karena lihat review beauty blogger dan hasilnya cerah banget muka diee Pro : - Warnanya cantikk, kakakku lebih suka yang coral kalau aku lebih suka yang ini - Moisturizing sama kayak baby lips biasa - Murah - Mudah didapat Cons : Tutup gampang lepass, jadi bocel-bocel deh isinya kena macam-macam barang di pouch",Baby Lips Love Color,Maybelline,positive,no_aspect,no_aspect,neutral,positive,False,,,train
33,"aku cocok banget pakai ini dan nyamann serta gampang di dapatkan dimna punn, melembabkan serta membuat mukanku lebih cerah mukaa ku letsgoo kalian cobainn a pakai ini juga selain itu di juga sangat melembabkan kulin dan cocok untuk berbagi kulit",Oh My Glam Mattelast Lip Cream,Omg,no_aspect,no_aspect,positive,positive,no_aspect,False,,,train
22,"Warnanya cocok untuk bibir gelap dan hasilnya pigmented. Teksturnya lembut, mudah diratakan, dan tidak membuat bibir kering. Namun, terkadang sedikit menempel di gigi. Ketahanannya cukup baik untuk ukuran lip cream dengan harga terjangkau. Ringan, nyaman dipakai seharian, dan cocok untuk remaja.",Oh My Glam Mattelast Lip Cream,Omg,positive,neutral,positive,positive,positive,False,,,train
184,"9/10. Aku suka banget sama lip balm ini. Dia membantu banget kalau bibir lagi kering terutama kalau lagi kurang minum. Dia juga enggak kerasa berat terus tetap oke kalau dilayer sama lip product lain. Dia juga bikin bibir kelihatan segar (sedikit kasih warna begitu tapi sheer). Minusnya, mungkin di sebagian orang dia kurang melembabkan.",24H Melt-In Moisture,Nivea,positive,no_aspect,positive,negative,no_aspect,False,,,train
409,"MY favorit LIP BALM. Sebelum kenal memakai up kaya sekarang, aku sudah kenal dan pakai lip balm, karena memang lip balm fungsinya bagus buat melembapkan bibir, dan nivea lip balm pertama aku. Dia lumayan pigmented, cukup melembapkan sekalipun harrus touch up berkali-kali. Minusnya sih, dia lama ngeset nya, jadi suka nempel2 di masker gitu. BUT OVERALL I LOVE THIS LIP BALM.",24H Melt-In Moisture,Nivea,positive,negative,negative,positive,no_aspect,False,,,train
318,"Dulu jaman kuliah suka pakai ini, dan dulu lebih prefer pakai ini dibanding lipstick karena kelihatan lebih subtle dan natural dan juga terjangkau buat pelajar. Bikin bibir jadi lebih cerah sekaligus melembabkan. Wangi strawberry-nya enak, fresh. Tapi sekarang lebih suka pakai lip balm original tanpa flavour.",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,positive,False,,,train
299,aku beli ini karena bibir aku sering kering. dan memang melembabkan sih tapi enggak tahan lama. sebentar saja sudah hilang dan kering lagi. jadi harus sering-sering re-apply. wanginya sama dengan judulnya wangi strawberry dan bikin ada efek glossy nya juga.,24H Melt-In Moisture,Nivea,no_aspect,negative,no_aspect,positive,no_aspect,False,,,train
282,"recomendedd!! bisa dipakai anak sekolah karena warnanya natural di bibir, bagus karena bener-bener bikin bibir tetap lembab dan bisa diapakai sebelum menggunakan lipcream/liptint supaya enggak crack atau pecah-pecah.",24H Melt-In Moisture,Nivea,neutral,no_aspect,no_aspect,positive,no_aspect,False,,,train
236,"Lip balm yang murah meriah dan bagus. Beli yang 1 pack isi 2. Lip balmnya wangi, bikin lembab bibir. tapi enggak tahan lama juga lembabnya. jadi harus tetap serinng reapply biar enggak kering. dan enak kenapa kalo pakai ini tuh kulit bibir jadi sering ngelopek gitu. jadi gatel tangan pengin ngelopekin. sukanya kalo pakai ini sebelum tidur, paginya bibir lembab dan merah. jadi lebih sehat..",24H Melt-In Moisture,Nivea,no_aspect,negative,no_aspect,negative,positive,False,,,train
303,mau be ya..ada yang cocok. kalo di aku nglembabinnya kurang lama alias cepat kering. tapi masih mending dari produk yang harganya dibawah 10k hehe. Ada banyak varian rasa. tapi aku lebih prefer lip butter nya kalo nivea bisa lumanyan lama melembabkannya dan the one and only yang enggak bikin ngelupas lagi,24H Melt-In Moisture,Nivea,no_aspect,negative,no_aspect,negative,no_aspect,False,,,train
159,Varian ini lebih lembab dari yang original. Awalnya agak aneh pakai tinted lip balm agak glittery buat night treatment tapi memang bibir lebih lembab pagi nya. Wangi fruity yang soft jadi enggak terlalu ganggu. enggak rekomen untuk base sebelum pakai lip matte karena pasti akan bikin crack saking lembab nya.,24H Melt-In Moisture,Nivea,no_aspect,no_aspect,no_aspect,positive,no_aspect,False,,,train
2,Produk favorite aku yang sudah enggak tau berapa lipcream reorder .. pokoknya ini bangus banget dan aku biasanya pakai shade ini buat ombre .. apalagi kalo di tambah ombre lip gloss nya benar benar bagus bangett.. Aku punya 5 lip cream dari omg ini tentunya dengan warna yang berbeda-beda ya,Oh My Glam Mattelast Lip Cream,Omg,positive,no_aspect,no_aspect,no_aspect,no_aspect,False,,,train
293,"lip balm nivea ini ada aromanya tapi buat yang enggak suka pakai lip balm beraroma menurut ku sih masih cocok dan aman saja sama produk ini, suka banget sama kemampuan ngelembabinnya dipakenya juga tetap nyaman dan ringan, dan yang paling bikin saya suka juga adalah harganya yang sangat terjangkau.",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,positive,positive,positive,False,,,train
105,"Lipblam membantu banget buat bibir aku yang kering dan pecah2 . Ringan di bibir dan wangi strawberry yang soft Aku pakai dari masih gadis sampai punya anak hihi benar bagus banget , bibir jadi lembab dan tidak pecah pecah",24H Melt-In Moisture,Nivea,no_aspect,no_aspect,positive,positive,no_aspect,False,,,train
